,id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,exp_length,quantile
4255,9da9027c-c2c7-4495-ac9d-675d588975d3,Histopathology of mitral Valve prolapsed shows what kind of change?,Myxomatous,Fibrinoid,Granulomatous,Fibrous,0,single,"In myxomatous degeneration of the mitral valve, one or both mitral leaflets are ""floppy"" and prolapse--they balloon back into the left atrium during systole. Mitral valve prolapse is a primary form of myxomatous mitral degeneration affecting some 0.5% to 2.4% of adults; thus, it is one of the most common forms of valvular hea disease in the Western world. Men and women are equally affected. (Robbins Basic Pathology,9th edition,pg no.403)",Pathology,Cardiovascular system,441,1
3418,9c68ea21-2cf1-4858-ba93-596ece0a6a19,Which of the following causes haemolytic anemia -,Hereditary spherocytosis,Infection,Iron deficiency,Sic kle cell anemia,0,single,"In heriditary spherocytosis , as the age of RBC increases they undergo loss of membrane fragments and acheive spherical shape (spherocyte) . spherocytes are rigid inflexible and less deformable hence they get trapped in spleen to premature destruction resulting in hemolytic anemia. Referance:Exam preparatory manual for UGs -Pathology By Ramdas Nayak Page no:264 Ref Robbins 9/e pg 412",Pathology,Haematology,386,1
2712,3c6b39d6-a91f-4d9c-aea5-a5b897a85a85,Wire loop thickening of glomerular basement membrane is seen in -,Systemic lupus erythematosus (SLE),Non Insulin Dependent Diabetes Mellitus,Rapidly progressive glomerulonephritis,Malignant hypeension,0,single,"Ans. is 'a' i.e., Systemic lupus erythematosus o Wire loop thickening is a characteristic features of lupus nephritis. o It occurs because extensive subendothelial deposit in kidney causes a peculiar thickening of the capillaries which on light microscopy appear as wire loop lesions. o Wire loop lesions indicate active disease and poor prognosis. o Wire loop lesions are especially common in diffuse proliferative glomerulonephritis, but can also occur in focal proliferative and membranous glomerulonephritis.",Pathology,,512,1
6166,c37004b8-8eb7-42ca-bcc1-78fa87befd69,D.I.C. is seen in :,>Acute promyelocytic leukemia,>Acute myelomonocytic leukemia,>CMC,>Autoimmune hemolytic anemia,0,single,"Acute promyelocytic leukemia Disseminated intravascular coagulation is associated with promyelocytic leukemia Acute promyelocytic leukemia (AML-M3) constitutes 5-10% of all cases of AML The leukemic cells of these type of anemia are hypergranular. Granules of these leukemic cells (promyelocytes) contain thromboplastin like material resulting in widespread disseminated intravascular coagulation. Also know Majority of M3 cases demonstrate a reciprocal translocation involving chromosome 15 and 17, t (15 ; 17)",Pathology,,511,1
2053,e7ab5e0d-d3e4-43e6-8662-dfd850694333,Principal Actions of prostacyclin in Inflammation is,Vasodilation,Vasoconstriction,Increased vascular permeability,"Chemotaxis, leukocyte adhesion",0,single,"Principal Actions of Arachidonic Acid Metabolites in InflammationActionEicosanoidVasodilationProstaglandins PGI2 (prostacyclin), PGE1, PGE2, PGD2VasoconstrictionThromboxane A2, leukotrienes C4, D4, E4Increased vascular permeabilityLeukotrienes C4, D4, E4Chemotaxis, leukocyte adhesionLeukotrienes B4, HETERef: Robbins and Cotran Pathologic Basis of Disease; 9th edition; Chapter 3; Inflammation and Repair; Page no: 84; Table 3-5",Pathology,General pathology,429,1
2729,5ca1f22c-cad3-423c-8fbc-8009d343dc27,"In apoptosis, cytochrome C acts through",Apaf 1,Bc1-2,FADD,TNF,0,single,"Cytochrome c leaks into the cytosol, where it binds to APAF-1 andactivates caspase-9. Like caspase-8 of the extrinsic pathway, caspase-9 can cleave and activate the executioner caspases. The integrity of the mitochondrial outer membrane is regulated by pro-apoptotic and anti-apoptotic members of the BCL2 family of proteins( Robbins Basic Pathology, 9 th edition)",Pathology,General pathology,364,1
2334,62da098d-eb3c-439e-a50d-eacd5c987ad6,What is the mechanism of acute rheumatic lever -,Cross reactivity with host antigen,Innocent by slender effect,Due to toxin secretion by streptococci,Release of pyrogenic cytokines,0,single,"Rheumatic fever is an acute, immunologically mediated, multisystem inflammatory disease that occurs after group A b-hemolytic streptococcal infections (usually pharyngitis, but also rarely with infections at other sites such as skin). Rheumatic hea disease is the cardiac manifestation of rheumatic fever. Acute rheumatic fever is a hypersensitivity reaction classically attributed to antibodies directed against group A streptococcal molecules that also are cross-reactive with host antigens. (Robbins basic pathology,9th edition,pg no.391)",Pathology,Cardiovascular system,541,1
4705,ee5dfdaa-0516-4a1a-85c8-7b88028d9dab,Which of the following is not a C-C chemokine?,IL-18,MCP-1,Eotaxin,MIP-1a,0,single,"C-C chemokines include monocyte chemoattractant protein (MCP-1, CCL2), eotaxin (CCL11), macrophage inflammatory protein-1a (MIP-1a, CCL3) These generally attract monocytes, eosinophils, basophils, and lymphocytes Less potent as chemoattractant for neutrophils IL-18 (CXCL18) is a type of C-X-C chemokine, secreted by activated macrophages, endothelial cells, and causes activation and chemotaxis of neutrophils.",Pathology,Auto Immune Disorders Introduction,411,1
2368,7f35ff42-231e-4788-a78e-84f98215ba1b,Alma Ata conference was held in,1978,1977,1956,1948,0,single,"The Declaration of Alma Act, 1978 stated that primary health care includes at leastEducation about health problems and methods of preventing and controlling themPromotion of food supply and nutritionAdequate supply of safe water and sanitationImmunizationPrevention and control of endemic diseasesAppropriate treatment of common diseases and injuriesProvision of essential drugs(Refer: K. Park's Textbook of Preventive and Social Medicine, 24th edition, pg no:928)",Pathology,All India exam,464,1
1372,6343ab86-bc87-441a-b1d2-60a4a81a4174,Krukenberg tumour of ovary is due to carcinoma of,Stomach,Lung,Central nervous system,Thyroid,0,single,"Ans. (a) Stomach(Ref: Robbins 9th/pg 771; 8th/pg 785)Metastasis from stomach cancer Occurs to the liver (first organ to be affected) followed by lungs, bone, ovary (where it is known as Krukenberg's rumor), periumbilical lymph nodes (Sister Mary Joseph nodule), peritoneal cul-de-sac (Blumer's shelf palpable on rectal or vaginal examination) and left supraclavicular lymph node (Virchow's lymph node",Pathology,G.I.T.,400,1
2793,eae91e49-5099-40af-a33c-2aea4a7c9e46,Pro-inflammatory cytokine is,IL-1,IL-10,IL-4,IL-13,0,single,"Cytokines are polypeptide products of many cell types that function as mediators of inflammation and immune responses The following are the anti-inflammatory cytokines: IL-10 TGF-b IL-4 IL-13 Pro-inflammatory cytokines IL-1 IL-6 TNF-Alpha Other cytokines that are more impoant in chronic inflammation include (IFN-g) and IL-12 IL-17, produced by T lymphocytes plays an impoant role in recruiting neutrophils involved in host defence against infections and in inflammatory diseases. ref:-basic pathology robbins 9th ed, page 48",Pathology,General pathology,526,1
1305,3d715fc4-7b84-4d54-a515-b5acd18d3bb1,Hypersensitivity vasculitis is seen most commonly in -,Post capillary venules,Arterioles,Veins,Capillaries,0,single,"Pathology hypersensitivity vasculitis 

In hypersensitivity vasuculitis, postcapillary venules are the most commonly involved vessels, capillaries and arterioles are involved less frequently.
It is primarily a disease of small vessels.
It is characterized by leukocytoclasis, a term that refers to the nuclear debris remaining from the neutrophils that have infiltrated in and around the vessels during the acute stages.",Pathology,,420,1
1782,9b26f12a-4f82-435f-b7fb-1c70e50f3f07,Absent urobilinogen in urine with icterus indicates?,Perihepatic obstruction,Hemolysis,Hepatitis,Liver failure,0,single,Ans. (a) Perihepatic obstruction(Ref: Robbins 9th/830-840; Harrisons 18th/chapter 42)ConditionSerum BilirubinUrine UrobilinogenUrine BilirubinFecal UrobilinogenNormalDirect 0.1-0.4 mg/dlIndirect 0.2-0.7 mg/dl0.4 mg/24 hAbsent40-280 mg/24hHemolytic anemia|IndirectIncreasedAbsentIncreasedHepatitis|Direct and indirectDecreased if micro obstruction is presentPresent if micro obstruction occursDecreasedObstructive jaundice| DirectAbsentPresentTrace to absent,Pathology,Liver & Biliary Tract,457,1
3893,0257448b-0401-49f1-8fb0-dbc5ee9795cb,Tendon xanthomas are seen in -,Familial hyper cholesterolemia,Familial hyperlipidemica,Familial dysbetalipoproteinemia,Familial lipoprotein lipase deficiency,0,single,"Ans. is 'a' i.e., Familial hypercholesterolemiao Xanthomas are tumour like collection of foamy histiocytes within the dermis. They are usually the result of impaired excretion of cholesterol and hyperlipidemia. Eruptive xanthomas --> Type I & Type V hyperlipidemia Tendon & Tuberous xanthomas --> Type Ila hyperlipidemia. Palmer & Tuberoeruptive xanthomas --> Type III hyperlipidemia. No xanthomas --> Type II b & Type IV hyperlipidemia.",Pathology,,437,1
3619,bc44337c-e1ef-41fe-85f0-8f4219582fa9,L.E. cell is a -,Lymphocyte,Neutrophil,Basinophil,Eosinophil,1,single,"Ans. is 'b' i.e., Neutrophil o In SLE, antinuclear antibodies (ANPs) can not penetrate intact cells. o However, nuclei are exposed, ANA can bind to them. o In tissues, nuclei of damaged cells react with ANAs, lose their chromatin pattern, and become homogeneous, to produce lupus - erythematous (LE) bodies or hemotoxylin bodies. o When these LE bodies are engulfed by phagocytic cells (neutrophil or macrophage/monocyte), the phagocytic cells are called LE cells.",Pathology,,464,1
3490,e98e0c81-7cea-4d80-aacd-c1cb0d55b9ce,Theirsch graft is also known as,Full thickness graft,Paial thickness graft,Wolfe's graft,Plastic graft,1,single,"Types of skin graftFeaturesPaial thickness ( Thiersch)Full thickness ( Wolfe)Graft uptake Easy uptake and survivalUptake is difficult Graft derivation Large grafts can be derivedOnly small grafts can be takenMC site Thigh Behind ear Cosmetic appearance Unacceptable Good Donorsite healing Donor site heals without contractionDonor site has to be closed or else it will heal with contracture(Refer: Sabiston's Textbook of Surgery, 19th edition, pg no: 1916-1917)",Pathology,All India exam,461,1
5549,aa389ccd-7349-4e5a-a7c8-67bd0bcb8314,A 70-year-old male has a pathologic fracture of femur. The lesion appears a lytic on X-rays film with a circumscribed punched out appearance. The curetting from fracture site is most likely to show which of the following -,Diminished and thinned trabecular bone fragments secondary to osteopenia,Sheets of atypical plasma cells,Metastatic prostatic adenocarcinoma,Malignant cells forming osteoid bone,1,single,"History,pathologic fracture, such as lytic lesion in x - ray and punched out lesion are suggestive of multiple myeloma. Even away fro ove tumour masses, the marrow contains an increased number of plasma cells.These plasma cells mah infiltrate the interstitium or be present in sheets that completely replace normal elements. On cuerreting this will be obtained. Reference; Robbins and Cotran Pathologic basis of disease.South Asia Edition volume 1.page no. 599",Pathology,Haematology,460,1
5834,60ee05fd-02a9-4a1a-9145-45b0662fb94e,Mucocele are rarely seen in the:,Lower lip,Upper lip,Buccal mucosa,Floor of the mouth,1,single,"The mucous retention phenomenon is restricted almost entirely to the lower lip, seldom found on the upper lip, while accessory salivary gland neoplasms of the lips are almost universally found on the upper lip and only rarely on the lower lip. This could imply that trauma plays no role in the development of salivary gland tumours in this location.
Reference: Shafer’s Textbook of ORAL PATHOLOGY Eighth Edition page no 90",Pathology,,422,1
2304,f4209cdf-80cc-4cf4-9547-c6d228ad8db8,In patients with Chronic Myeloid Leukemia,ABL gene on Chr. 22 is trans-located to BCR gene on Chr.9,The fusion gene bcr-abl forms a protein with tyrosine kinase activity,Splenomegaly is unusual,Philadelphia chromosome positive patients respond poorly to Imatinib,1,single,"Ans. (b) The fusion gene bcr-abl forms a protein with tyrosine kinase activity(Ref: Robbins 9th/pg 616-618)a. FALSE, as ABL gene is on chr9q while BCR is on chr22qb. The fusion gene bcr-abl forms a protein with tyrosine kinase activity: TRUEc. FALSE; Massive splenomegaly is a feature of CMLd. FALSE; as response to Imatinib is good in patients with Philadelphia chromosome +ve",Pathology,Misc. (W.B.C),377,1
700,fd90e1d2-b8c1-410e-81f0-df13962f6fb0,Stellate granuloma is characteristic pathological feature of?,Crohn's disease,Cat scratch disease,Hodgkin's disease,Berrylliosis,1,single,"Ans. is 'b' i.e., Cat scratch disease Stellate granulomaso Granuloma with characteristic central neutrophilic abscess surrounded by macrophages and other mononuclear cells are characteristic findings in lymph nodes in cat scratch disease, lymphogranuloma venereum, and tularemia. In these conditions the granulomas are often large and irregular in shape and may exhibit a stellate configuration.",Pathology,Misc.,395,1
3501,a7bb600d-e797-43d9-a2a1-c489b2685acf,Which one of following is functions of PGI2?,Vasoconstriction and inhibits platelet aggregation,Vasodilator and inhibits platelet aggregation,Vasoconstriction and increases platelet aggregation,Vasodilator and increases platelet aggregation,1,single,"The most impoant PG ones in inflammation are:-PGE2, PGD2, PGF2a, PGI2 (prostacyclin), and TxA2 (thromboxane A2), each of which is derived by the action of a specific enzyme on an intermediate in the pathway. Note:-A thromboxane-prostacyclin imbalance has been implicated as an early event in thrombus formation in coronary and cerebral blood vessels.",Pathology,NEET 2019,350,1
2905,be50729a-c3c0-47fb-a098-4fba4867baa4,Erythropoietin can be produced by :,Brain,Kidney,Bone marrow,Adipose tissue,1,single,"Erythropoietin is a glycoprotein hormone, produced by the kidney, which increases erythropoietic activity. The production of erythropoietin is increased in response to reduced oxygen tension in the blood reaching the kidney. It results in an increase in the number of cells committed to the erythroid line, reduced maturation time and early release of erythrocytes from the bone marrow. Erythropoietin mediates the physiological response of the bone marrow to anemia or hypoxia.",Pathology,,478,1
3258,2db3adaf-8797-488a-9d21-cb71ed482e64,Posterior atrophic candidiasis is also known as:,Geographic tongue,Median rhomboid glossitis,Black hairy tongue,Hemifacial atrophy,1,single,"When the posterior dorsal point of fusion of tongue is defective, a rhomboid-shaped, smooth erythematous mucosa lacking in papillae or taste buds is seen. This median rhomboid glossitis (central papillary atrophy, posterior lingual papillary atrophy) is a focal area of susceptibility to recurring or chronic atrophic candidiasis, prompting a recent shift towards the use of posterior midline atrophic candidiasis as a more appropriate diagnostic term.",Pathology,,452,1
